level,position,tech_stack,experience,gender,company,company_size,work_type,city,currency,salary,raise_period
0,21,886,1,0,34,1,4,70,3,16,2
0,22,57,0,0,23,6,0,70,3,16,2
2,22,153,5,0,34,1,0,70,3,47,2
1,22,7,6,0,23,1,1,40,3,35,1
1,21,896,1,0,6,4,2,70,3,34,2
2,33,358,2,0,34,1,0,41,3,49,1
2,22,585,4,0,27,0,2,70,3,56,1
2,22,1134,3,0,34,2,2,71,3,26,2
0,34,1385,0,0,41,1,0,70,3,23,1
2,34,1392,6,0,2,4,2,70,3,61,2
2,40,874,7,0,23,2,1,40,3,54,2
0,34,1385,1,0,23,4,2,70,3,29,1
2,22,671,5,0,23,4,1,70,3,47,3
0,22,837,1,0,2,4,2,70,3,26,2
0,2,3,0,1,23,4,0,70,3,1,1
0,2,1119,0,0,34,5,1,70,3,4,2
1,22,673,1,0,23,4,0,70,3,39,2
2,22,309,5,0,23,2,3,70,3,34,1
2,18,777,4,0,23,5,2,70,3,2,1
2,31,934,6,0,6,4,3,70,3,46,2
2,53,349,7,1,41,4,0,70,3,53,1
2,14,1321,6,0,6,2,2,40,3,30,1
2,47,146,3,0,23,6,2,70,3,8,2
0,21,886,1,0,14,6,2,70,3,23,2
2,21,1340,2,0,34,5,2,40,3,56,2
2,53,1335,6,0,23,4,0,70,3,61,2
0,41,805,1,0,27,4,2,40,3,20,2
0,2,968,1,1,6,3,0,70,3,20,1
0,2,449,0,0,23,4,2,71,3,1,1
2,19,18,7,0,23,4,0,70,3,49,2
2,47,784,4,0,41,3,0,70,3,45,1
1,22,1330,5,0,23,1,1,40,3,45,2
2,18,550,4,0,2,2,2,70,3,9,2
0,22,3,1,0,23,5,0,40,3,10,2
2,53,761,4,0,34,2,2,70,3,82,2
1,34,1385,1,1,6,4,0,70,3,21,2
2,33,940,6,0,27,5,2,70,3,39,1
1,2,57,5,0,23,4,2,70,3,36,1
0,22,57,0,0,27,3,2,56,3,10,2
1,22,1103,6,0,41,1,2,20,3,19,1
1,14,1247,1,0,23,4,0,70,3,40,1
2,2,3,6,0,2,2,0,70,3,45,1
1,2,7,1,0,23,4,0,70,3,38,2
0,2,449,0,0,3,1,0,40,3,18,2
2,22,57,7,1,2,4,0,70,3,57,2
0,22,251,0,0,23,4,1,75,3,24,2
2,53,3,3,0,41,0,1,70,3,40,1
2,34,1385,6,0,34,3,0,13,1,55,1
2,24,1403,6,0,28,3,1,70,3,58,2
0,21,874,1,0,4,5,0,70,3,10,2
0,21,1002,1,0,4,1,0,70,3,13,2
1,2,3,1,0,23,4,0,70,3,27,1
1,2,3,5,0,2,2,2,70,3,41,3
1,22,142,5,0,23,4,1,95,3,24,1
1,19,372,1,0,0,2,1,70,3,10,2
1,21,983,6,1,6,4,2,71,3,56,2
1,19,18,2,0,8,0,1,71,3,25,1
0,22,1017,0,0,23,4,2,58,3,16,1
1,2,3,1,0,23,4,2,40,3,32,2
1,33,1336,1,0,34,3,0,70,3,24,1
2,48,1174,3,0,23,3,1,70,1,33,1
2,2,7,3,0,23,2,2,70,3,50,2
2,2,449,7,0,23,4,0,70,3,57,2
0,2,904,0,0,23,4,0,70,3,7,2
1,40,805,5,0,23,4,0,71,3,31,1
1,22,87,5,0,27,5,0,40,3,30,1
0,2,287,0,0,23,3,1,70,3,18,3
1,34,1385,6,0,27,3,2,37,3,50,2
0,14,1321,0,0,2,4,2,71,3,24,1
2,2,3,6,0,23,4,2,70,3,49,2
2,2,449,2,0,41,4,0,1,1,33,1
1,22,339,1,0,23,2,0,70,3,39,2
0,41,87,1,0,34,1,1,70,3,19,2
2,10,1071,6,0,41,5,2,71,3,32,1
2,53,622,5,0,34,3,2,70,3,49,4
2,21,1335,6,0,34,1,2,70,3,42,1
2,19,372,7,0,23,4,1,70,3,40,2
0,22,452,1,0,2,4,0,70,3,84,2
1,38,441,5,1,23,2,0,70,3,45,1
1,31,681,5,0,1,3,0,18,1,33,1
0,2,449,0,0,23,2,2,70,3,24,3
1,22,87,1,0,2,4,2,70,3,37,2
2,48,1356,6,0,41,4,0,70,3,58,2
0,40,874,0,0,34,2,0,70,3,16,2
2,2,449,5,0,27,4,2,70,3,39,2
1,31,934,1,0,27,5,2,70,3,39,2
0,2,449,0,0,34,1,0,70,3,7,2
1,22,309,5,0,41,1,2,1,1,33,1
2,53,45,2,0,14,4,2,91,3,53,2
2,47,1002,4,0,41,3,0,70,3,67,2
0,21,742,0,0,4,1,0,71,3,10,1
0,22,57,1,0,6,6,1,70,3,10,1
2,47,204,4,0,41,0,0,71,3,1,1
1,2,839,1,0,23,4,0,40,3,45,2
0,22,1274,0,0,40,1,2,70,3,26,2
1,17,1247,5,0,23,2,0,70,3,26,1
0,21,1335,1,0,2,2,2,70,3,28,2
0,37,1248,1,0,6,4,0,70,3,31,3
0,2,652,1,0,6,4,2,71,3,40,2
0,33,891,1,0,2,6,2,17,1,55,1
0,2,476,5,0,6,4,2,40,3,41,3
2,14,1247,7,0,23,4,0,70,3,45,2
1,34,1385,1,0,23,2,2,70,3,30,2
0,19,1252,1,0,34,0,1,101,3,84,1
0,17,50,0,0,23,4,2,70,3,10,2
1,38,1227,1,0,23,3,0,70,3,16,1
0,15,1247,1,0,23,4,0,70,3,10,2
1,20,1360,5,0,23,4,0,40,3,31,1
1,34,1385,1,0,34,3,2,70,3,26,2
0,22,60,1,0,34,4,2,71,3,23,2
1,19,1089,5,0,23,3,1,71,3,34,2
2,39,633,6,0,27,3,1,40,0,33,1
2,22,1207,4,0,34,6,0,11,1,44,1
2,22,251,4,0,13,1,2,53,0,44,1
2,22,309,2,0,2,4,0,70,3,42,1
2,22,525,2,0,23,4,0,70,3,58,2
1,22,1066,1,0,23,4,0,70,3,7,1
0,22,837,1,0,23,4,2,40,3,39,1
2,22,60,6,0,34,6,1,40,3,45,2
2,53,452,7,0,41,4,0,70,3,23,1
0,41,950,1,0,37,4,2,70,3,7,2
1,31,681,1,0,23,6,2,70,2,0,2
2,33,405,2,0,34,6,2,71,0,33,1
2,37,300,4,0,14,4,0,70,3,45,2
2,2,3,5,0,23,4,0,71,3,41,1
2,33,505,7,0,23,4,0,70,3,69,2
2,2,3,2,0,23,6,2,90,3,41,1
1,2,1103,1,0,23,4,0,70,3,24,2
1,21,355,1,0,34,4,2,70,3,38,4
0,21,742,1,0,34,0,0,40,3,34,2
2,53,679,3,0,23,4,0,70,3,85,2
1,22,653,6,0,6,4,2,70,3,61,2
1,12,1247,1,0,23,3,0,70,3,16,3
0,2,279,0,0,23,2,0,77,3,18,3
2,53,1247,2,0,34,6,0,70,3,68,2
1,39,449,4,0,34,3,1,70,3,23,1
2,2,414,2,0,6,4,0,70,3,74,2
0,2,349,0,0,41,5,0,71,3,87,1
2,22,3,7,1,23,4,0,71,3,47,2
0,24,335,1,0,28,1,0,40,3,24,2
2,2,3,2,0,27,4,2,70,3,45,1
2,33,405,1,0,34,1,0,70,3,20,2
2,22,265,2,0,23,6,1,70,3,28,1
0,2,449,1,0,23,4,0,70,3,31,2
0,22,1120,0,0,34,1,1,70,3,84,1
0,2,449,1,0,23,4,0,71,3,23,2
1,2,837,6,0,6,4,2,70,3,31,2
2,22,1010,3,0,34,1,2,16,2,33,1
1,31,418,6,0,6,4,2,70,3,57,1
0,41,1371,1,0,27,4,0,70,3,16,2
2,33,405,5,0,34,0,2,70,1,44,2
2,53,449,7,0,41,4,0,40,3,83,3
0,45,360,1,0,23,4,0,70,3,29,1
1,11,521,1,0,34,1,2,70,0,77,1
2,53,3,3,0,23,4,2,70,3,62,2
2,21,1007,6,0,6,4,2,71,3,74,2
2,22,57,5,0,23,4,1,70,3,27,2
2,2,103,6,0,41,4,2,40,3,39,2
1,33,405,5,0,23,4,0,70,3,41,2
2,2,3,7,0,2,4,0,70,3,83,1
2,47,309,3,0,23,4,0,70,3,75,1
0,46,1356,1,1,41,3,2,70,3,16,2
1,7,1247,5,0,31,6,1,40,3,62,2
0,22,60,1,0,41,6,2,70,3,16,1
0,14,1334,5,0,41,6,2,70,0,22,2
2,46,1356,6,0,23,4,0,70,3,50,1
2,47,1356,7,0,34,0,2,70,3,39,2
1,22,309,1,0,23,0,1,71,3,16,1
2,2,3,7,0,14,3,2,77,3,26,1
1,22,10,1,0,23,3,1,71,3,26,2
2,2,3,6,0,41,2,2,71,3,37,1
2,22,57,1,0,41,1,1,94,3,31,2
1,22,1219,5,0,23,1,1,99,3,1,2
1,21,1055,1,0,6,4,2,40,3,49,2
2,2,372,6,0,34,3,0,70,3,45,2
2,22,1201,3,1,4,0,0,52,3,23,2
2,21,1033,6,0,23,6,2,70,0,33,1
2,22,297,2,0,23,3,0,40,3,25,2
2,33,405,5,0,27,1,2,71,3,41,2
1,2,3,5,1,34,3,2,40,3,29,2
1,19,372,1,0,21,1,1,78,3,10,1
2,22,472,7,0,23,4,2,70,3,51,1
2,2,3,7,0,41,2,0,1,1,44,1
1,2,1103,1,0,34,0,0,70,3,21,2
0,19,372,0,0,23,4,0,70,3,25,3
0,22,288,1,0,23,4,0,40,3,10,1
0,22,449,1,0,27,3,2,40,3,29,2
0,13,1321,1,0,41,3,2,70,3,7,2
2,21,886,7,0,23,6,0,70,3,61,1
1,21,1010,1,0,6,3,0,70,3,23,1
1,2,3,5,0,23,4,0,70,3,28,1
1,21,355,5,0,34,5,2,70,0,22,1
1,22,1110,5,0,34,0,2,92,1,84,1
2,24,412,2,0,34,5,1,70,3,46,1
2,22,310,7,1,23,4,0,71,3,47,2
1,22,449,6,1,23,4,2,70,3,48,1
0,2,449,1,0,23,4,0,70,3,7,2
0,22,87,1,0,41,3,1,70,3,28,1
2,2,3,6,0,6,2,2,40,3,56,2
2,22,1103,6,0,23,3,1,40,3,19,2
0,21,874,1,0,4,1,0,70,3,7,1
2,53,449,7,0,23,3,0,70,3,34,1
1,22,97,7,0,23,4,0,71,3,36,2
0,33,887,0,0,23,1,1,77,3,7,1
0,13,1247,0,0,3,2,2,40,3,19,2
2,2,1134,6,0,23,3,2,70,3,30,1
1,19,372,1,0,34,3,0,70,3,23,2
2,53,1247,7,0,23,4,0,40,3,28,2
1,33,939,1,0,41,1,1,70,3,39,3
1,33,405,5,0,3,0,2,40,3,23,1
2,2,3,2,0,41,4,0,70,3,56,2
1,21,1007,1,0,6,4,2,63,3,50,2
2,22,87,6,1,41,4,2,70,3,37,2
0,2,449,1,0,6,4,2,70,3,39,2
2,22,7,7,0,27,6,1,40,3,50,2
2,3,305,4,0,41,4,2,53,3,62,2
2,39,3,4,1,23,4,0,70,3,23,2
2,39,3,4,0,23,3,1,70,3,57,1
0,41,1335,0,0,6,5,1,40,3,4,1
1,38,57,1,1,2,4,0,70,3,28,2
1,2,452,1,0,2,4,2,70,3,24,2
2,53,1247,6,0,34,2,2,70,3,67,4
1,2,1142,5,0,34,6,0,40,3,37,2
1,21,911,1,1,6,4,2,71,3,28,2
0,22,309,1,1,23,4,0,70,3,27,1
1,2,57,1,0,23,6,2,70,3,37,2
2,46,349,1,0,23,4,2,70,3,39,3
0,2,449,0,0,23,2,0,70,3,39,1
2,22,483,7,0,2,4,2,70,3,39,1
2,53,135,2,0,23,4,2,70,3,43,1
2,22,57,2,0,27,5,0,70,3,34,1
0,2,449,1,0,23,4,0,70,3,18,2
1,17,223,7,0,23,2,1,52,3,35,1
0,21,1007,0,0,34,0,2,70,3,1,1
2,53,3,6,1,2,1,1,70,3,39,1
0,34,1392,0,0,34,0,2,52,3,21,1
1,2,309,0,0,34,5,2,0,0,0,1
1,22,7,5,0,23,4,0,70,3,26,2
2,21,893,5,0,34,1,2,77,2,33,1
0,2,449,1,1,34,3,2,16,2,22,1
0,21,1002,1,0,2,4,2,46,3,28,1
2,2,449,5,0,23,4,0,70,3,43,2
2,2,1103,6,0,6,4,2,70,3,53,1
2,22,1159,2,0,23,4,0,71,3,24,2
1,22,309,6,0,23,4,0,70,3,41,1
2,53,1356,5,0,23,4,0,70,3,37,2
1,22,3,1,1,31,2,1,40,3,29,2
1,2,3,5,0,41,6,0,70,3,29,2
0,24,335,1,0,28,1,2,70,3,21,2
2,38,449,4,1,23,2,0,70,3,56,2
2,2,449,6,1,27,4,2,70,3,45,2
2,22,171,2,0,23,6,0,52,3,62,1
2,53,598,4,0,31,4,1,70,3,67,2
1,19,1252,1,0,23,6,1,78,3,16,1
2,2,57,6,0,23,2,0,70,3,56,2
0,22,1057,0,0,41,5,2,77,3,18,2
2,22,837,7,0,2,4,2,70,3,42,2
0,22,60,0,0,6,6,2,86,3,84,2
2,2,57,7,0,2,4,0,70,3,45,1
0,22,79,0,0,6,4,0,70,3,13,1
2,2,223,7,0,23,1,1,40,3,23,2
0,2,449,0,0,23,4,0,70,3,26,1
1,2,1247,5,0,23,6,2,70,3,38,1
1,53,3,2,0,23,4,2,71,3,41,2
1,22,359,5,0,41,1,0,40,3,56,1
2,53,3,6,0,34,6,2,70,3,61,2
1,24,623,1,0,27,4,2,70,3,32,1
2,34,1385,7,0,27,4,2,71,3,86,2
1,2,3,6,0,2,4,0,70,3,53,1
2,53,1247,7,0,23,4,2,70,3,45,2
1,22,3,5,0,27,6,1,40,3,46,1
1,31,681,5,0,2,4,2,70,0,33,1
2,2,452,5,0,2,4,0,70,3,69,2
1,31,934,5,0,34,3,2,70,3,34,2
1,53,1247,6,0,13,2,0,70,3,67,4
2,53,3,6,0,41,2,2,70,3,45,2
0,23,1403,0,1,28,5,0,70,3,13,2
0,31,633,1,0,28,3,1,71,3,13,1
1,14,1247,5,0,28,3,0,70,3,34,2
1,41,1403,5,0,28,1,1,70,3,34,3
2,33,941,6,0,23,4,2,70,3,56,2
1,2,758,2,0,23,4,0,13,1,55,1
2,2,349,5,0,23,4,2,70,3,39,3
0,21,1335,0,0,4,5,1,71,3,7,1
1,22,1007,5,0,34,1,2,40,3,23,1
0,40,855,0,0,23,4,0,70,3,4,2
2,22,7,6,0,27,2,2,70,3,45,2
2,47,3,3,0,23,4,0,40,3,60,2
1,2,3,5,0,2,4,0,70,3,28,2
0,2,449,0,0,6,4,2,71,3,7,2
1,22,206,5,0,23,4,0,70,3,27,2
2,22,7,7,0,2,4,2,71,3,54,1
2,22,468,7,0,2,4,2,70,3,65,2
1,2,3,5,0,23,4,0,70,3,35,2
2,53,3,4,0,23,4,0,70,3,45,1
1,2,449,1,0,23,4,0,70,3,21,2
1,2,453,5,0,23,4,0,70,3,31,2
1,21,886,1,0,41,2,2,58,3,28,2
2,53,315,3,0,23,4,0,70,3,61,1
2,24,1403,5,0,28,0,0,52,3,20,2
0,7,1247,1,0,34,5,0,40,3,87,2
1,21,1335,1,0,34,6,0,40,3,24,1
0,2,449,1,0,23,2,0,70,3,27,1
1,2,980,1,1,34,6,1,70,3,24,3
0,39,805,6,0,41,1,0,70,3,28,2
2,22,837,7,0,20,4,1,40,3,52,2
1,19,372,5,0,31,4,1,40,3,45,2
1,22,661,5,0,34,1,2,78,3,16,2
2,48,3,7,0,23,2,0,41,3,40,2
0,14,1298,0,0,2,4,2,40,3,1,1
2,31,934,7,0,34,3,2,16,1,44,1
0,2,1274,1,0,34,1,0,70,3,28,2
0,15,3,1,0,23,4,2,70,3,34,2
0,21,895,1,0,27,4,2,77,3,31,2
2,2,1103,4,0,23,3,2,41,0,22,1
1,34,1392,5,0,6,6,0,70,3,26,1
2,48,1252,7,0,23,4,1,70,3,53,2
1,2,681,1,0,27,4,2,70,3,31,2
1,31,934,6,0,3,2,2,13,1,44,1
2,22,837,6,0,23,4,2,70,3,67,2
2,47,723,7,0,34,2,2,70,0,44,1
1,22,971,1,0,34,1,1,70,3,10,1
2,17,449,6,0,23,4,1,40,3,39,2
2,47,749,4,0,23,4,0,70,3,83,2
1,2,1103,1,0,6,2,0,70,3,28,2
2,46,1358,5,0,3,4,0,70,3,43,2
2,22,57,7,0,23,4,2,70,3,61,2
1,31,934,1,0,6,4,0,70,3,23,1
2,2,3,7,1,2,4,2,70,3,51,1
1,24,1403,1,0,28,1,0,70,3,27,1
2,37,2,5,1,34,1,0,40,3,56,1
2,2,849,3,0,23,4,2,0,0,44,2
2,40,449,7,1,23,4,2,70,3,46,2
1,22,60,5,0,34,3,2,70,3,41,1
0,21,911,1,0,6,4,2,70,3,34,2
1,22,60,5,0,27,4,2,40,3,36,1
0,22,57,1,1,23,4,1,40,3,87,2
1,22,837,1,0,23,2,0,70,3,39,2
1,40,449,5,0,6,6,1,70,3,1,1
0,5,1007,0,0,34,1,1,34,3,16,2
0,34,1385,0,0,6,1,2,77,3,27,1
2,19,372,6,0,23,2,0,70,3,35,2
1,22,157,5,0,41,2,2,34,3,34,2
1,2,3,1,0,27,4,2,52,3,29,2
2,2,3,5,0,23,6,0,70,3,34,2
2,22,7,2,0,2,4,2,71,3,52,1
2,14,1334,6,0,7,4,1,27,0,33,1
2,22,3,6,0,23,4,0,70,3,54,2
0,22,662,1,0,23,4,0,40,3,35,2
1,24,1403,1,0,28,3,0,70,3,21,3
0,40,449,1,1,6,2,1,70,3,84,1
2,2,1103,4,0,41,3,0,70,3,25,2
1,19,830,5,0,28,2,0,70,3,23,1
2,53,1017,7,0,34,3,0,70,3,43,2
1,31,681,5,0,6,4,2,71,3,43,2
1,21,886,1,0,34,1,2,83,3,23,2
0,2,3,0,1,34,3,0,70,3,87,1
2,53,101,7,0,34,1,0,40,3,50,1
1,33,887,5,0,27,4,2,40,3,25,1
1,22,87,5,0,23,3,1,40,3,45,2
2,22,115,7,0,23,1,1,40,3,53,2
0,40,449,0,0,27,2,1,70,3,87,1
1,22,60,1,0,23,4,0,70,3,36,1
0,40,449,0,0,23,2,0,70,3,84,1
0,2,1115,1,0,34,2,2,40,3,36,1
0,19,372,1,0,23,4,1,70,3,28,2
1,17,409,6,0,6,4,2,70,3,57,2
1,15,431,1,0,2,4,0,70,3,31,2
0,2,449,1,0,3,0,2,70,3,84,1
1,21,1007,6,0,6,4,2,70,3,52,3
0,54,1336,0,0,14,4,0,70,3,16,2
0,2,3,0,0,34,3,2,40,3,87,1
2,22,58,7,0,4,2,2,70,3,35,2
0,34,1388,0,0,6,6,0,70,3,84,1
1,2,968,5,0,23,2,2,70,3,58,2
2,2,87,5,0,23,4,0,70,3,40,2
1,37,1335,5,1,34,6,2,70,3,47,3
0,22,837,0,0,23,4,0,71,3,25,2
1,21,874,1,0,23,4,2,70,3,16,4
1,33,1389,5,0,23,4,0,70,3,21,2
2,34,1392,5,0,23,2,2,71,3,46,3
2,22,794,4,0,23,3,0,71,3,39,1
2,2,995,5,0,34,4,2,41,3,46,2
1,31,934,5,0,2,4,0,70,3,39,2
1,21,355,5,1,34,3,2,70,3,24,1
1,21,896,5,0,23,4,2,71,3,35,2
1,22,276,5,0,34,3,0,40,3,23,1
2,53,30,2,0,23,4,0,70,3,49,2
1,34,1385,5,0,41,3,2,70,3,34,2
1,21,886,5,1,6,2,0,70,3,32,1
1,2,3,5,0,23,1,1,77,3,45,2
0,22,1007,0,0,23,4,2,70,3,7,3
0,31,934,0,1,2,4,2,52,3,23,2
2,31,681,7,0,6,4,0,40,3,62,2
2,19,372,5,0,23,2,0,77,3,39,1
2,2,449,7,1,2,4,2,70,3,40,2
2,22,38,7,0,41,2,2,70,3,48,1
1,2,449,1,1,2,4,0,70,3,35,2
2,47,1003,3,0,23,4,2,40,3,79,1
2,53,3,7,0,23,4,2,70,3,67,1
2,2,1103,7,0,34,5,0,70,3,58,1
0,22,3,0,0,23,4,2,70,3,21,1
2,37,497,4,0,23,4,0,70,3,88,2
1,22,594,2,0,23,5,1,70,3,28,1
2,22,523,7,0,23,4,0,52,3,41,1
2,37,1094,1,1,23,4,0,70,3,42,2
1,21,896,1,0,6,4,2,70,3,29,3
1,31,681,6,0,2,6,2,95,3,52,2
0,17,1274,1,0,34,3,0,71,3,30,2
0,2,449,1,0,23,4,0,70,3,23,2
0,2,671,1,0,41,3,2,40,3,23,3
2,53,193,2,0,41,6,2,77,3,78,2
1,22,309,5,0,23,4,1,40,3,27,2
1,53,1094,5,1,3,4,1,40,3,26,1
2,47,673,4,0,23,4,2,40,3,83,2
2,48,140,7,0,34,6,2,77,3,5,2
2,33,778,2,0,6,5,2,70,3,49,2
0,2,339,1,1,41,1,1,101,3,13,2
2,2,452,6,0,2,4,0,70,3,46,2
1,2,1103,0,0,6,3,0,70,3,20,2
1,2,449,6,0,23,4,0,70,3,47,2
0,2,3,1,0,23,2,1,70,3,16,1
2,2,1147,7,0,34,6,2,70,0,22,1
1,22,1119,1,0,34,6,0,70,3,28,2
1,17,874,1,0,23,4,0,70,3,7,2
1,21,1335,1,0,34,5,2,40,3,23,2
0,22,39,5,1,35,5,1,70,3,13,1
0,31,681,0,0,34,1,2,44,3,7,1
2,22,3,2,0,34,0,1,70,3,47,2
1,21,874,1,0,23,4,2,71,3,13,1
0,22,662,1,0,34,6,1,64,3,19,1
2,47,311,2,0,34,4,4,70,3,61,1
0,22,60,1,0,2,4,2,70,3,27,2
0,14,290,1,0,23,4,0,40,3,23,1
2,22,700,7,0,6,4,2,71,0,22,1
1,2,449,1,0,6,2,2,70,3,34,2
1,22,101,5,0,23,4,0,70,3,32,1
1,24,1403,1,0,28,6,1,71,3,23,3
0,2,409,0,0,14,4,2,40,3,29,1
0,33,405,1,0,23,1,0,77,3,4,2
1,22,87,5,0,34,2,2,70,3,45,1
0,22,1274,0,0,27,4,0,70,3,10,2
2,39,449,3,0,23,4,1,40,3,25,2
0,41,805,0,0,23,4,2,71,3,1,2
0,2,3,1,1,23,1,0,70,3,16,1
0,21,1335,1,1,34,6,2,70,3,20,2
0,2,3,1,0,23,6,2,70,3,16,2
2,53,7,7,0,6,2,0,70,3,39,1
2,22,661,5,0,23,4,2,70,3,45,2
2,22,3,5,0,2,4,2,71,3,35,1
1,2,449,1,0,34,3,0,70,3,34,2
2,18,713,3,0,6,4,0,70,3,9,3
1,2,1103,1,0,34,3,2,70,3,42,2
2,2,240,4,0,34,1,0,70,3,40,2
2,53,1177,1,0,34,1,4,15,1,44,1
1,22,449,5,1,23,4,0,70,3,34,1
1,21,874,2,1,23,4,2,70,3,20,1
1,22,57,1,0,41,3,1,70,3,30,2
1,30,1274,5,0,4,6,2,70,3,61,1
1,22,661,1,0,34,0,1,61,3,1,1
2,22,3,6,0,23,0,1,70,3,28,2
0,21,886,0,1,23,4,0,70,3,18,1
2,5,939,3,0,23,4,0,77,3,72,1
0,31,934,1,0,23,6,0,70,3,20,2
1,24,372,1,0,41,1,0,71,3,1,1
2,2,510,3,1,34,3,0,70,3,86,2
0,22,206,5,0,23,2,0,71,3,24,2
1,22,759,5,0,41,3,0,70,3,36,2
1,22,1007,1,1,34,3,0,40,3,27,2
2,22,341,7,0,23,3,1,40,3,35,2
0,22,107,0,0,23,4,4,71,3,16,1
1,2,3,5,0,23,3,1,71,3,19,2
1,21,1083,1,0,34,3,2,50,0,0,2
1,19,372,5,0,23,1,0,40,3,36,2
1,22,7,1,0,41,2,2,70,3,27,2
2,47,449,2,0,23,4,0,70,3,67,2
0,19,810,0,0,23,3,0,1,1,22,1
1,24,1403,1,0,28,6,0,70,3,72,2
0,2,866,1,1,34,6,2,70,3,23,1
2,39,3,4,0,41,0,1,77,3,34,1
1,22,339,5,0,41,3,0,70,3,21,2
2,47,87,2,0,23,6,0,70,3,85,2
1,22,3,1,0,23,2,2,75,3,24,1
0,19,633,1,0,23,4,1,70,3,26,2
0,2,3,0,0,34,5,1,70,3,87,1
2,21,886,7,0,34,6,0,53,3,39,2
1,22,837,2,0,23,4,1,40,3,16,2
1,39,18,5,0,27,6,2,70,3,28,2
0,19,372,1,0,23,4,0,70,3,23,1
0,2,837,0,0,41,3,2,70,3,25,2
1,2,51,1,0,28,4,0,1,1,22,1
1,21,1340,1,0,27,4,2,70,3,39,2
1,2,57,7,0,4,0,2,70,3,10,1
1,2,3,5,0,23,4,0,70,3,40,1
0,21,874,0,0,30,6,1,52,3,1,1
0,24,1403,0,0,28,3,0,70,3,20,2
2,32,405,4,0,23,3,0,70,3,20,1
0,22,3,0,0,23,4,1,52,3,18,1
2,2,3,3,0,23,4,0,71,3,50,2
2,22,57,7,0,23,4,0,70,3,45,3
2,33,405,4,1,23,5,1,52,3,21,2
2,19,1252,5,0,23,4,0,40,3,38,2
1,2,3,5,0,23,4,2,70,3,31,1
2,22,309,6,0,2,6,2,76,3,41,2
2,34,1385,7,0,27,1,2,101,3,2,2
2,24,1403,6,0,28,1,0,70,3,41,2
1,24,386,1,0,28,3,1,70,3,16,1
2,14,1247,7,0,23,4,4,70,3,34,1
2,53,679,2,0,2,4,0,70,3,67,2
2,22,3,6,0,6,4,2,40,3,41,1
2,2,1103,7,0,23,6,1,40,3,32,2
2,2,654,7,0,23,3,2,70,3,34,1
0,38,405,0,0,34,1,0,40,3,21,2
1,22,661,1,0,23,4,0,70,3,35,2
2,33,692,5,0,27,2,2,77,3,42,2
2,21,1073,2,0,6,1,0,13,1,44,1
2,13,1364,7,0,23,4,2,1,1,84,1
2,2,823,7,0,34,6,2,70,0,55,1
2,2,612,4,0,2,4,2,70,3,61,2
0,51,910,1,1,41,3,1,70,3,1,2
0,17,977,0,0,34,0,2,50,3,87,2
2,2,449,7,0,23,2,2,40,3,51,4
2,22,156,4,0,6,4,2,16,2,66,1
1,21,161,1,0,34,6,0,40,3,39,2
2,48,820,2,0,23,4,0,70,3,56,2
1,31,681,5,0,34,1,2,71,0,22,1
1,31,681,1,0,23,4,0,71,3,32,2
0,2,449,1,0,23,4,0,70,3,25,2
2,2,187,5,0,23,4,1,77,3,26,1
2,18,449,4,0,23,2,1,40,3,72,2
0,2,3,0,0,41,1,0,13,1,33,1
1,46,641,1,0,23,4,2,70,3,27,2
0,21,1005,0,0,7,4,0,40,3,25,2
2,10,372,4,0,41,3,1,70,3,60,2
0,2,452,0,0,41,3,0,70,3,1,1
0,2,423,1,0,34,3,0,70,3,27,2
0,40,449,1,0,34,3,0,41,3,16,2
2,18,914,2,0,34,3,2,70,3,73,2
1,2,349,1,0,23,4,4,70,3,19,2
2,21,527,4,0,34,5,1,40,3,45,2
0,31,681,1,0,41,3,2,56,3,25,2
0,21,445,0,0,6,3,2,34,3,10,2
2,19,372,6,0,23,4,0,70,3,39,3
0,15,326,0,0,23,4,0,64,3,20,2
1,22,3,5,0,23,6,0,40,3,53,2
2,22,449,6,0,2,4,2,70,3,34,2
1,21,782,1,0,34,3,0,41,3,25,2
2,2,3,7,0,27,4,2,70,3,57,2
2,22,3,7,0,23,4,0,40,3,54,2
1,22,815,5,0,34,1,0,4,1,22,1
1,17,1247,7,0,23,4,2,70,3,28,2
2,11,1247,4,0,23,4,0,13,1,66,1
2,21,874,4,0,4,3,2,70,3,20,2
0,17,422,0,0,23,4,0,70,3,21,2
1,22,318,5,0,34,5,1,70,3,1,1
2,17,339,3,0,23,4,0,70,3,50,1
2,2,449,6,0,2,2,2,70,3,49,2
2,8,1119,7,0,23,4,0,13,1,44,1
0,21,886,0,0,23,4,2,70,3,10,2
0,40,449,1,0,23,4,1,70,3,10,2
2,2,968,5,0,34,4,4,70,3,49,2
0,2,1103,1,1,34,2,2,70,3,26,3
2,18,841,2,0,41,4,0,40,3,82,2
2,2,3,6,0,27,6,2,70,3,45,1
1,22,56,1,0,23,4,0,70,3,32,2
2,53,647,7,0,34,5,1,40,3,67,2
2,2,3,3,0,6,4,3,1,1,55,1
2,18,249,2,0,34,3,0,40,3,67,2
2,31,681,2,0,2,4,2,70,3,72,2
1,2,449,5,0,27,4,2,70,3,48,2
0,22,514,1,0,41,3,0,70,1,0,1
1,17,1247,5,0,6,4,2,70,3,52,2
0,21,886,0,0,23,2,1,70,3,25,2
0,31,1385,1,0,23,4,0,70,3,27,2
1,22,57,1,0,23,0,0,71,3,28,1
