level,position,tech_stack,experience,gender,company,company_size,work_type,city,currency,salary,raise_period
2,22,309,7,0,23,4,1,40,3,47,2
2,22,3,6,0,23,4,2,40,3,25,1
2,2,1103,7,0,7,4,1,40,3,10,1
2,47,372,7,0,23,2,0,40,3,50,2
2,22,606,7,1,6,4,2,70,3,64,1
0,22,87,1,0,23,2,1,70,3,24,2
0,22,449,0,0,23,3,0,70,3,13,1
2,2,805,3,0,41,6,2,70,0,33,1
0,2,3,1,0,41,0,1,41,3,16,1
0,2,3,0,1,27,5,2,60,3,84,2
0,5,392,0,1,23,4,0,70,3,23,1
1,2,968,5,0,34,0,0,70,3,29,2
1,2,3,6,0,2,2,2,70,3,46,2
2,53,279,5,0,34,2,0,52,3,58,2
0,21,1335,0,0,34,5,1,70,3,10,1
0,17,805,1,0,34,3,0,71,3,34,2
0,22,40,5,0,9,3,1,40,3,18,1
1,37,460,1,0,6,4,2,70,3,30,1
1,22,87,1,0,2,4,0,40,3,31,1
2,2,449,7,0,27,4,2,64,3,52,2
0,22,3,1,0,23,4,1,70,3,21,2
1,2,1103,1,0,34,0,1,40,3,1,1
0,2,3,0,0,23,6,0,70,3,1,1
0,22,627,1,0,27,1,2,70,3,16,1
1,22,87,5,0,21,1,1,58,3,13,1
0,31,934,1,0,6,4,2,104,3,16,2
2,53,603,7,0,23,4,0,70,3,40,1
2,28,57,7,0,23,2,1,70,3,47,2
1,19,372,1,0,23,4,1,70,3,25,2
1,19,381,1,0,23,1,1,70,3,47,1
0,21,876,1,0,34,5,1,34,3,16,2
2,21,516,4,0,34,4,1,70,3,72,1
1,2,349,1,0,41,3,0,70,3,39,2
2,53,1280,6,0,6,4,2,70,3,36,3
0,21,1335,0,0,34,1,2,70,3,1,1
1,2,972,0,0,23,3,1,70,3,20,2
2,18,3,2,0,23,4,1,70,3,46,1
1,19,372,1,0,23,2,1,70,3,7,2
0,22,1056,0,0,34,5,0,70,0,44,2
0,22,7,1,1,23,2,2,83,3,21,4
2,53,1247,5,0,34,1,2,16,2,55,1
1,19,374,7,0,21,6,1,70,3,30,2
2,2,3,5,0,2,4,0,70,3,51,2
2,2,3,6,0,23,4,2,70,3,58,2
1,31,681,1,0,23,4,0,70,3,20,2
0,22,661,1,0,23,4,2,40,3,26,2
2,37,449,7,1,6,4,0,70,3,54,1
1,2,288,5,0,23,0,2,70,3,23,2
2,22,309,6,0,23,4,2,52,3,82,1
2,53,677,3,0,23,4,1,41,3,78,3
2,22,661,5,1,2,4,2,70,3,35,1
1,2,1082,5,0,34,3,2,70,0,22,1
1,2,449,5,0,2,4,0,70,3,41,2
2,2,1103,4,0,41,6,0,70,3,35,1
2,22,3,6,1,3,3,0,71,3,26,1
2,48,1144,6,0,6,3,2,70,3,71,2
2,33,1035,6,0,21,6,1,70,3,50,1
0,21,1119,1,0,4,0,0,71,3,4,1
0,2,789,0,0,34,3,1,70,3,7,3
2,2,3,7,0,41,2,0,70,3,49,1
2,53,3,3,0,34,2,2,0,0,22,1
0,22,135,1,0,2,4,0,70,3,27,2
1,22,671,5,0,41,4,2,70,3,34,4
2,31,681,4,0,34,3,0,71,0,22,2
1,2,452,1,1,23,4,2,70,3,37,2
2,48,3,4,0,2,4,0,70,3,86,2
0,31,934,1,0,34,3,2,40,3,45,1
0,21,913,1,0,41,5,1,71,3,13,2
2,34,1395,7,0,4,6,2,70,3,83,3
1,22,341,1,0,23,0,1,40,3,20,1
1,22,341,1,0,23,1,1,40,3,28,2
1,30,1247,1,1,34,6,0,71,3,26,1
0,2,449,1,0,23,4,2,40,3,25,2
1,40,449,5,0,6,4,2,70,3,37,2
1,14,1247,1,0,23,6,0,70,3,37,2
2,21,886,7,0,6,4,2,70,3,47,2
2,18,743,2,0,34,5,0,70,3,88,1
0,41,918,0,1,27,4,0,70,3,10,2
2,2,633,6,0,23,6,1,40,3,50,2
1,2,968,5,0,6,4,4,71,3,34,2
2,53,3,3,0,6,4,2,70,3,46,1
2,2,3,6,0,6,4,2,70,3,34,1
1,2,3,1,0,6,4,2,53,3,20,1
2,53,372,7,0,31,4,1,40,3,50,2
2,24,452,2,0,28,1,1,40,3,39,2
0,19,372,1,0,23,4,1,40,3,27,2
0,19,372,0,0,23,4,1,40,3,24,2
0,19,372,0,0,23,4,1,40,3,24,2
1,22,339,6,0,23,2,2,70,3,29,1
2,48,1214,3,0,34,2,0,70,3,72,2
1,31,681,5,0,2,4,2,70,3,61,2
0,14,1247,1,0,6,4,2,70,3,21,2
1,53,3,6,0,23,4,2,70,0,22,1
0,2,42,0,0,6,4,2,70,3,24,2
1,2,372,6,0,23,4,1,77,3,34,2
2,22,22,7,0,23,2,1,40,3,47,2
0,30,1247,1,0,34,1,2,70,3,27,2
2,34,1385,5,0,41,4,2,71,3,60,2
0,22,87,1,0,2,4,2,91,3,30,1
2,10,1146,4,0,41,2,0,70,3,5,2
0,2,3,0,0,14,3,1,70,3,19,2
2,18,1017,6,0,41,3,0,70,3,39,2
1,41,364,5,1,23,2,2,52,3,18,3
2,2,3,6,0,34,6,2,71,3,43,2
2,22,3,4,0,23,4,2,70,3,53,2
1,22,1032,5,0,28,0,2,70,3,45,1
1,21,911,5,0,6,4,2,44,3,34,2
2,22,1119,2,0,27,1,1,70,3,39,1
2,22,449,2,0,23,4,2,70,3,46,1
2,22,661,5,0,23,4,0,40,3,41,1
2,22,1312,6,1,2,4,0,70,3,45,1
1,1,1372,1,0,23,4,0,70,3,28,2
1,2,449,5,0,23,4,0,70,3,26,2
2,17,671,4,0,23,4,2,40,3,73,2
2,2,1143,2,0,23,6,0,70,3,58,1
2,2,523,2,0,41,2,2,70,3,48,2
2,53,1041,3,0,34,1,0,101,3,62,2
1,24,1403,1,0,28,5,2,70,3,19,2
1,33,1340,1,0,27,4,2,70,3,31,2
1,2,449,5,0,23,2,2,70,3,39,2
0,22,57,1,0,23,4,4,95,3,23,1
0,12,1371,1,1,41,6,2,52,3,16,2
2,47,449,2,0,2,4,2,71,3,68,1
2,17,1250,5,0,23,4,2,70,3,48,2
1,2,1103,7,0,34,3,0,71,3,31,2
2,2,349,7,1,27,1,4,70,3,57,2
2,2,3,7,0,41,6,2,40,3,47,2
1,2,968,5,0,27,4,2,40,3,67,1
1,21,886,5,0,27,3,2,77,3,46,2
2,2,3,7,0,2,4,0,77,3,67,2
2,13,1371,5,0,23,4,2,40,3,34,1
1,22,113,6,0,33,4,0,70,3,41,2
2,48,612,4,0,23,4,0,40,3,60,1
0,2,1065,1,0,4,3,0,70,3,19,2
1,2,3,6,0,23,6,2,95,3,41,1
2,2,449,6,0,23,4,2,103,3,45,2
2,37,968,7,0,6,4,4,70,3,62,2
1,22,87,1,0,27,1,0,77,3,29,2
2,18,131,3,0,41,5,2,70,3,5,1
0,21,893,0,0,6,5,1,52,3,13,2
2,53,3,7,0,23,6,0,70,3,37,2
1,2,661,5,0,41,4,4,2,1,22,1
2,24,386,6,0,3,6,0,40,3,39,2
2,48,349,2,0,41,4,0,70,3,58,2
1,11,587,5,0,23,2,2,52,3,31,2
1,22,1215,6,0,23,6,1,70,3,29,2
1,2,3,5,0,6,4,2,70,3,49,1
1,39,1103,3,0,23,2,2,70,3,41,2
2,2,3,5,0,27,4,2,70,3,49,2
1,2,60,6,0,23,2,2,40,0,0,1
0,22,630,1,0,34,3,0,40,3,30,2
2,10,1191,4,0,34,1,2,70,0,33,1
2,2,3,6,0,23,4,0,40,3,45,1
2,48,161,7,0,23,4,2,70,3,41,1
1,2,3,1,1,6,4,0,70,3,23,1
2,2,1103,7,0,34,3,2,70,3,48,1
1,31,681,1,0,34,3,0,40,3,28,2
0,2,423,1,0,34,1,2,70,3,10,1
1,2,409,5,0,34,5,2,71,3,23,2
2,2,1177,2,0,23,1,2,71,3,34,1
2,2,3,6,0,22,2,2,77,3,50,3
2,48,42,3,0,41,5,0,70,3,68,2
1,2,1103,5,0,23,6,0,70,3,30,1
1,2,3,5,0,23,4,2,70,3,46,2
1,22,3,5,0,34,1,2,70,3,23,2
2,37,918,7,0,6,4,2,70,3,86,1
0,34,1392,1,0,23,4,0,40,3,25,1
0,2,349,1,0,41,1,2,70,3,20,1
2,53,1247,6,0,2,2,2,70,3,58,2
2,53,658,7,0,34,1,0,65,3,50,1
2,22,57,7,1,27,2,2,70,3,31,1
2,22,311,5,0,6,4,0,70,3,34,1
1,41,449,5,1,23,4,2,70,3,48,2
2,48,6,4,0,23,4,0,70,3,67,2
0,22,1067,0,0,34,0,0,2,1,0,1
2,2,767,7,0,23,2,1,40,3,26,1
2,34,1392,7,0,23,4,0,70,3,61,2
1,2,1247,6,0,27,4,2,29,1,22,1
2,53,681,2,0,23,4,2,70,3,68,2
0,41,449,1,0,27,4,4,70,3,10,2
2,22,57,6,0,27,4,2,65,3,45,2
2,53,787,6,0,34,3,0,70,3,49,2
0,21,1215,1,0,23,4,1,40,3,34,2
2,22,87,4,0,23,4,1,40,3,52,1
2,12,3,4,0,23,4,1,70,3,38,2
1,22,18,6,0,23,4,1,40,3,42,2
2,53,60,5,0,2,2,2,70,3,51,2
2,2,3,4,0,23,2,2,77,3,45,2
2,21,1335,6,0,34,1,2,70,3,42,1
1,22,483,5,0,2,4,0,70,3,31,2
0,2,3,1,0,2,4,0,70,3,24,1
0,17,456,1,0,34,5,0,71,3,25,4
2,22,309,2,0,23,4,0,70,3,59,2
2,46,1356,6,0,6,4,4,70,3,40,2
2,20,1400,7,0,11,2,1,70,3,36,1
0,2,449,1,0,23,4,0,70,3,26,1
0,22,483,1,0,6,6,2,40,3,20,2
2,47,160,4,0,41,0,1,41,3,34,1
0,21,874,4,0,3,5,1,70,3,7,1
2,22,502,7,0,41,3,0,40,3,42,1
2,53,1055,6,0,34,4,3,70,3,60,2
1,37,957,5,1,6,4,0,70,3,37,2
1,22,43,6,0,6,4,2,77,3,54,3
1,24,385,1,0,23,2,0,72,3,34,2
1,22,449,1,1,23,4,0,70,3,29,2
1,40,449,1,0,23,4,0,70,3,26,2
2,53,654,6,0,6,4,2,70,3,60,2
1,21,1072,3,0,4,4,2,0,0,22,1
2,2,409,7,0,6,4,2,40,3,81,2
0,2,449,1,0,23,4,0,70,3,23,2
0,51,1367,1,0,6,1,1,70,3,16,2
2,2,1247,6,0,27,4,2,101,3,61,2
1,24,1403,5,0,28,1,0,70,3,24,2
2,53,57,2,0,23,4,0,70,3,47,2
2,31,934,5,0,2,4,2,70,3,49,2
0,21,1335,1,0,6,6,2,70,3,24,2
1,2,57,3,0,23,2,1,71,3,25,2
1,41,874,1,0,34,1,0,70,3,18,1
0,41,449,1,1,23,4,2,70,3,16,1
2,46,1358,2,0,23,2,0,80,3,42,1
2,53,3,7,0,23,4,2,70,3,67,3
2,24,335,4,0,28,1,1,40,3,23,1
1,2,113,6,1,23,4,0,70,3,38,2
2,22,1356,7,0,23,4,2,70,3,76,3
1,21,1129,6,0,15,0,2,70,3,45,1
1,48,726,5,0,23,4,3,70,3,28,2
0,22,819,1,1,23,2,0,70,3,24,2
2,31,934,7,0,6,4,2,70,3,56,2
0,21,1335,0,0,23,5,2,70,3,18,2
1,17,1332,5,0,23,4,2,70,3,50,2
2,2,3,6,0,22,2,2,70,3,52,1
1,2,657,1,0,6,4,2,75,3,53,2
2,2,3,2,0,23,4,4,70,3,43,2
1,22,339,5,0,23,4,0,70,3,27,1
2,22,679,2,0,23,4,0,1,1,44,1
1,22,757,1,0,2,4,0,70,3,29,2
1,2,1109,6,0,6,4,0,70,3,41,1
2,22,3,7,0,23,6,0,87,3,41,1
1,21,1335,1,0,23,4,0,70,3,40,2
1,2,449,1,0,23,2,2,46,3,32,4
2,2,449,5,0,2,4,0,71,3,47,2
0,21,874,0,1,6,5,1,70,3,87,1
2,33,939,6,1,23,4,2,40,3,45,2
2,2,3,2,0,23,4,0,70,3,50,2
1,22,1029,0,0,41,1,1,98,3,87,1
1,21,886,5,0,23,4,0,29,1,22,1
1,39,1356,6,0,23,4,1,70,3,28,2
2,2,57,7,0,23,4,2,41,3,50,1
1,22,27,4,0,3,0,1,71,3,19,1
1,31,405,7,0,23,4,0,70,3,38,2
2,2,3,5,0,2,4,0,70,3,50,1
0,21,1335,0,0,34,0,1,71,3,84,1
0,22,1274,1,0,34,1,0,70,3,28,2
2,19,372,7,0,23,2,0,77,3,53,1
0,17,1274,1,0,23,4,1,70,3,27,1
2,53,449,6,0,27,2,0,40,3,67,2
1,21,911,7,0,41,6,2,70,3,28,2
0,22,57,0,1,41,1,1,70,3,1,1
2,2,349,6,0,41,4,3,70,3,45,2
0,2,449,1,0,34,3,2,70,3,25,2
2,34,1392,7,0,6,4,2,70,3,71,2
1,15,163,6,0,23,4,1,40,3,31,2
0,22,84,1,0,2,4,2,70,3,30,2
0,2,1348,1,1,23,4,1,40,3,19,1
2,21,1003,7,0,23,4,0,40,3,24,1
2,21,886,7,0,6,4,4,40,3,61,2
1,33,405,1,0,34,0,0,71,3,24,1
1,2,1274,5,0,23,6,1,40,3,32,2
2,21,874,5,0,6,4,0,70,3,29,2
2,2,1219,4,0,41,2,2,70,3,28,2
2,2,449,6,0,2,4,0,70,3,52,2
2,47,3,4,0,23,3,1,71,3,46,1
1,22,57,5,0,6,6,1,52,3,23,1
1,22,1007,5,0,23,5,0,70,3,34,2
0,22,3,0,0,23,2,0,40,3,10,1
1,22,320,5,0,27,4,2,70,3,28,2
2,22,57,2,1,23,4,2,56,3,48,1
2,2,449,7,0,23,4,0,40,3,45,1
2,48,1356,4,0,23,4,0,70,3,85,1
2,48,1356,2,1,23,4,0,70,3,67,2
1,2,449,1,0,23,4,2,40,3,24,2
1,22,57,6,0,23,4,2,82,3,42,2
2,22,3,7,1,23,6,1,70,3,56,2
2,48,596,4,0,23,4,0,70,3,65,1
2,33,1340,5,0,23,4,0,70,3,60,2
2,18,449,3,0,23,2,2,70,3,8,1
1,22,485,5,0,2,4,0,70,3,45,2
0,2,1103,1,0,34,0,2,70,3,28,1
1,41,750,1,1,41,6,2,70,3,20,1
2,14,1247,6,0,23,4,2,70,3,41,2
0,22,1055,1,0,23,4,3,70,3,20,2
0,22,1067,1,0,34,1,0,70,3,10,2
0,22,1007,0,0,34,1,1,40,3,4,2
2,31,934,6,1,23,4,0,70,3,63,2
2,2,449,6,0,23,4,0,70,3,45,2
2,22,57,7,0,41,1,2,70,3,39,2
1,2,449,1,0,23,6,1,70,3,10,2
2,39,145,7,1,41,6,0,70,3,72,2
1,21,874,5,1,34,4,4,70,3,18,3
2,22,135,6,0,34,3,2,40,3,45,1
1,22,1049,2,0,23,6,0,40,3,26,1
1,22,627,6,0,23,4,2,40,3,50,3
0,22,1119,0,0,23,2,2,46,3,18,2
0,22,7,0,0,34,1,1,71,3,7,1
2,47,18,4,0,2,4,0,70,3,86,1
1,22,60,1,0,41,0,2,71,3,27,2
1,22,1002,0,0,27,1,2,101,3,21,3
0,46,1362,1,0,41,2,2,70,3,19,2
2,21,1340,6,0,23,2,2,70,3,46,2
2,31,681,5,0,23,6,2,70,3,47,2
2,2,75,7,0,41,3,2,52,3,46,2
1,21,355,5,0,23,4,2,71,3,42,1
1,22,489,5,0,27,5,0,59,3,34,1
2,2,3,6,0,23,4,0,70,3,45,2
2,21,1033,6,0,23,4,2,70,3,47,2
2,39,1107,6,0,4,5,2,71,3,4,1
1,22,7,5,1,34,0,2,70,3,16,1
2,22,3,4,0,4,0,2,40,3,7,1
2,22,1184,2,0,34,5,0,70,3,38,2
0,2,449,5,0,6,4,0,70,3,28,2
0,22,668,1,0,27,4,2,62,3,18,4
0,14,1247,1,0,23,4,0,52,3,25,2
1,19,372,5,0,23,2,1,70,3,32,1
0,34,1385,1,0,27,2,2,70,3,24,2
1,22,1111,5,0,15,0,2,92,3,39,1
1,21,893,1,0,23,4,0,70,3,35,2
2,34,1385,5,0,23,4,0,70,3,51,2
1,2,3,1,0,6,4,0,70,3,26,2
2,2,3,5,0,23,4,2,71,1,44,1
2,22,775,6,0,23,3,2,70,3,28,2
2,53,140,7,0,6,4,0,70,3,69,2
1,22,89,1,0,23,2,0,71,3,16,1
2,48,1112,4,0,34,4,0,70,3,5,2
0,17,1304,1,1,2,4,0,70,3,30,1
1,47,3,5,0,2,6,2,52,3,24,2
0,22,661,0,0,2,4,0,70,3,26,2
2,2,632,4,0,23,4,4,1,1,55,1
2,22,574,3,0,34,3,0,70,3,43,2
2,21,1335,6,0,23,4,2,71,3,61,2
2,2,1247,6,0,23,6,2,70,3,48,1
2,22,57,2,0,23,4,0,70,3,61,1
2,2,449,3,0,27,6,2,34,3,34,1
1,14,1252,5,0,23,4,0,40,3,39,2
1,22,3,6,0,6,3,1,52,3,25,1
2,13,1371,7,0,23,4,0,87,3,50,1
1,21,355,5,0,23,4,0,70,3,39,4
1,19,1252,5,0,23,4,1,70,3,45,2
1,40,3,1,0,2,4,2,70,3,36,1
0,33,405,1,0,6,3,1,78,3,16,1
2,2,449,6,0,23,4,2,40,3,56,1
2,53,661,7,0,23,4,0,40,3,56,2
2,48,498,2,0,23,4,0,70,3,82,2
2,20,804,2,0,23,4,0,70,3,54,1
2,34,1392,7,0,41,4,2,87,3,83,4
2,2,3,2,0,23,2,0,70,3,42,2
2,2,3,2,0,34,6,2,70,3,54,1
1,22,1034,1,0,41,4,2,70,3,28,3
0,2,1247,1,0,34,3,2,40,3,10,2
0,2,3,1,0,27,1,1,70,3,16,1
2,2,805,7,0,23,4,0,70,3,47,2
1,33,939,1,0,4,6,0,40,3,49,2
0,22,3,0,0,23,4,0,70,3,30,2
2,10,1060,3,0,34,4,0,70,3,17,2
2,37,968,2,1,23,2,0,70,3,52,1
2,2,60,4,0,23,4,2,70,3,36,1
2,2,7,7,0,2,4,2,70,3,78,1
2,22,57,7,0,20,4,1,40,3,47,2
2,22,3,7,0,23,4,0,70,3,36,2
2,2,700,5,1,6,4,4,70,3,39,1
1,41,449,6,1,23,2,2,70,3,18,2
2,53,147,2,0,34,3,2,70,3,56,2
2,2,3,7,0,23,2,0,70,3,47,2
0,2,39,0,0,23,4,0,70,3,19,1
2,2,449,6,0,10,4,2,71,1,55,1
2,39,450,4,0,23,4,0,70,3,85,2
0,21,900,1,0,41,3,2,71,3,23,2
2,53,990,2,0,23,4,2,70,3,35,2
2,40,805,6,1,23,4,2,70,3,46,2
0,40,661,0,0,6,4,0,70,3,10,2
1,22,7,5,1,2,4,2,70,3,34,2
0,34,1385,1,1,34,3,0,40,3,21,2
1,22,3,5,0,23,4,0,70,3,40,2
1,2,449,5,0,34,4,4,71,3,38,2
2,22,718,6,0,27,2,2,40,3,50,2
2,21,889,5,0,23,4,2,46,3,40,2
1,2,1103,6,0,27,0,2,52,0,22,2
1,19,1089,5,0,34,5,1,70,3,30,2
2,34,1385,6,1,6,4,0,70,3,76,2
2,22,1128,2,0,34,5,1,40,3,34,2
0,2,1103,1,1,34,1,1,70,3,20,2
0,22,3,0,0,23,4,0,70,3,10,1
1,2,449,5,0,23,4,0,70,3,30,1
2,17,423,7,0,34,2,2,70,0,77,1
1,33,405,1,0,34,1,2,52,3,24,3
1,22,454,5,0,2,4,2,70,3,42,1
0,2,3,5,0,34,5,1,52,3,20,2
2,17,1247,7,0,6,4,0,70,3,58,1
2,22,449,2,0,23,4,0,70,3,60,2
2,22,57,7,0,23,4,0,70,3,38,1
2,22,339,7,0,23,4,2,70,1,33,1
2,22,7,7,0,23,4,1,40,3,43,2
2,22,60,5,0,6,2,2,70,3,39,1
1,22,3,5,1,23,4,0,70,3,31,2
2,2,449,7,0,41,4,0,70,3,53,2
2,53,3,3,0,34,3,2,70,3,82,2
2,34,1392,2,0,27,4,2,70,3,73,2
2,31,934,7,0,41,4,2,0,0,0,1
0,2,3,1,0,27,1,2,70,3,4,1
1,22,1247,1,0,41,0,0,40,3,23,2
2,31,681,7,0,41,1,2,70,3,45,2
2,2,3,7,0,6,3,0,70,3,50,1
2,2,3,2,0,41,1,2,70,3,39,2
1,21,1067,1,0,34,0,2,105,3,13,1
0,22,627,1,0,23,2,2,45,3,20,3
0,22,455,1,0,23,4,1,40,3,19,2
2,21,1410,5,0,6,3,2,70,3,29,2
2,53,1385,6,0,23,6,1,70,3,85,4
0,21,874,0,0,4,1,2,91,3,84,1
2,53,113,3,0,23,4,0,70,3,61,1
2,2,3,4,0,23,4,1,70,3,40,1
1,30,1247,1,0,34,5,1,40,3,27,2
0,2,449,0,0,41,3,2,70,3,16,1
2,14,1247,5,0,23,2,0,70,3,45,2
2,47,3,2,0,2,4,2,69,3,72,2
2,53,3,7,0,6,3,0,70,3,72,2
1,31,934,1,0,23,4,0,70,3,34,2
1,22,1024,1,0,34,1,2,94,3,25,3
1,21,874,7,0,4,5,2,70,3,4,1
1,22,671,5,0,2,4,0,70,3,43,2
0,31,681,0,1,23,4,0,70,3,25,1
1,2,42,1,0,23,4,1,40,3,27,2
0,5,907,1,0,41,1,1,71,3,4,2
1,2,3,5,0,12,6,1,71,3,34,2
2,21,1343,7,0,23,2,2,71,3,59,2
0,21,896,1,0,34,1,0,95,3,10,2
1,24,1403,5,1,28,5,2,70,3,18,1
1,2,3,5,0,6,4,2,70,3,37,1
0,22,449,1,0,23,1,2,70,3,24,2
1,2,449,2,0,34,5,1,70,0,33,1
1,21,1024,5,0,23,2,2,75,3,23,2
2,17,452,2,0,2,4,0,70,3,54,2
0,17,647,1,0,23,4,2,70,3,24,2
0,2,3,1,1,34,1,2,40,3,20,2
2,22,7,2,0,23,4,0,40,3,51,2
0,22,7,1,0,34,2,0,40,3,16,2
2,2,701,2,0,23,4,1,40,3,54,2
2,22,3,6,0,41,4,0,70,3,42,2
2,22,165,7,0,6,1,0,71,1,33,1
2,24,386,5,0,28,3,0,70,3,23,1
2,22,1128,3,0,23,2,2,70,1,44,1
1,19,372,5,0,34,6,1,40,3,54,2
0,21,1071,1,0,34,1,2,53,3,19,1
2,53,837,7,0,34,3,1,40,3,56,1
1,22,452,5,0,41,5,1,52,3,1,1
1,22,57,1,0,23,6,0,71,3,27,1
1,22,3,1,0,23,4,0,70,3,27,2
1,21,896,1,0,6,4,2,41,3,25,2
1,22,309,1,0,2,4,0,70,3,30,1
2,53,837,4,0,23,4,0,40,3,78,2
2,22,500,1,0,24,3,2,70,3,18,1
2,22,1197,6,0,34,5,0,78,1,0,2
2,2,801,4,0,23,4,4,71,3,49,2
2,53,697,4,0,41,4,2,52,3,69,4
1,2,3,5,1,23,6,0,70,3,26,1
2,18,908,4,0,41,4,0,70,3,86,1
1,21,1024,1,0,23,4,0,71,3,25,2
2,2,3,6,0,2,4,2,70,3,47,1
1,22,7,5,0,2,4,2,70,3,48,1
2,22,168,4,0,34,0,2,40,3,88,1
2,53,661,7,0,23,4,2,41,3,58,2
2,2,3,6,0,27,3,1,40,3,45,2
0,19,372,1,0,34,0,1,101,3,84,1
1,22,449,1,1,23,4,1,78,3,24,1
2,22,393,4,0,23,6,0,70,3,36,2
2,22,311,7,0,23,6,0,70,3,39,2
2,2,3,6,0,27,3,2,106,3,39,2
2,53,390,2,0,41,3,2,40,3,50,4
0,22,57,1,0,23,4,2,50,3,23,1
2,10,795,4,0,23,3,0,70,3,20,1
0,40,805,1,0,6,4,0,70,3,18,2
0,21,896,1,0,23,4,2,70,3,19,1
2,2,57,2,0,23,1,1,78,3,7,2
1,22,154,1,0,41,1,1,77,3,26,2
1,22,60,1,0,34,3,1,40,3,23,2
1,14,1247,1,0,23,2,0,70,3,34,2
2,47,449,2,0,23,4,0,70,3,86,2
2,38,372,6,0,41,3,0,70,3,37,2
2,21,886,6,0,34,1,2,70,3,61,2
1,39,1371,5,0,34,6,2,70,3,23,1
2,53,1297,5,0,34,5,1,70,3,34,1
2,53,409,7,0,23,3,1,102,3,56,1
2,48,87,4,0,23,4,0,70,3,72,1
2,48,805,2,1,23,4,2,70,3,3,2
1,2,1247,1,0,41,1,2,70,3,42,2
0,31,681,1,0,34,5,2,65,3,18,2
1,22,1122,1,0,23,5,2,70,3,30,2
1,22,661,1,0,23,4,2,70,3,28,2
2,22,489,6,0,23,4,2,40,3,17,1
0,47,449,1,0,23,4,0,70,3,27,2
0,40,449,1,0,23,4,0,70,3,10,2
1,2,3,1,0,2,1,0,70,3,29,2
0,22,3,0,0,23,4,0,70,3,23,2
1,22,452,5,0,27,4,0,70,3,48,2
1,12,1247,1,1,6,4,4,70,3,26,2
0,22,1119,1,0,34,1,2,70,3,18,1
0,22,1061,0,0,19,4,1,52,3,87,1
0,2,1119,1,0,4,1,1,70,3,18,1
2,47,21,4,0,34,6,2,70,3,69,1
2,2,449,2,0,23,4,2,70,3,53,1
2,2,1214,4,0,23,6,2,65,3,31,2
2,22,309,6,0,34,0,2,19,1,33,1
1,22,1119,7,1,23,4,0,77,3,32,4
1,2,452,5,0,2,4,2,70,3,39,2
2,24,1403,2,0,28,0,2,52,3,34,1
0,34,1385,0,0,34,0,2,70,3,23,2
0,19,372,1,0,23,2,1,40,3,24,2
2,31,681,6,0,23,4,2,70,3,43,1
0,21,968,0,0,34,3,0,70,3,4,1
1,31,681,1,0,23,4,0,70,3,39,1
0,2,647,1,0,6,4,2,70,3,35,2
2,53,3,7,0,2,4,0,71,3,67,1
2,47,309,2,0,2,4,2,70,3,74,1
2,22,661,5,0,27,4,2,70,3,45,2
1,22,3,6,0,23,4,1,40,3,19,1
2,22,3,5,0,23,2,0,70,3,34,2
1,22,209,1,0,23,4,0,70,3,29,3
2,22,3,7,0,34,6,2,46,3,31,1
2,2,968,6,0,6,4,4,70,3,38,2
2,53,3,3,0,23,4,0,70,3,64,1
2,18,527,2,0,4,1,0,70,3,45,2
2,14,1247,7,0,23,4,0,70,3,47,1
1,22,3,5,0,23,2,0,70,3,34,1
2,22,489,4,0,3,1,0,84,3,2,2
2,2,133,6,0,23,2,4,70,3,56,2
2,47,57,4,1,23,2,0,70,3,67,2
2,2,324,4,0,41,4,2,99,3,26,1
1,33,672,1,0,23,6,1,40,3,30,2
1,21,896,5,0,23,4,0,70,3,34,1
0,2,979,1,0,23,6,2,70,3,23,2
2,2,449,6,0,23,4,1,40,3,45,2
2,15,449,6,0,23,4,0,40,3,39,2
1,2,3,5,1,23,4,0,40,3,35,2
1,34,1392,5,0,23,2,2,70,3,41,2
0,31,934,1,0,27,4,2,52,3,20,3
2,22,483,7,0,27,4,2,71,3,47,2
2,48,3,2,0,23,4,1,40,3,83,2
1,22,57,1,1,27,3,2,70,3,23,1
2,21,1010,5,1,41,4,2,70,3,35,4
2,34,1385,7,0,23,4,2,70,3,49,1
1,22,3,1,0,23,3,0,40,3,19,2
2,22,633,4,0,2,4,0,70,3,78,2
1,22,3,1,0,6,0,0,70,3,26,1
1,46,875,1,0,23,4,0,70,3,24,2
2,2,79,3,0,23,4,2,70,3,39,1
2,2,1219,3,0,27,2,2,40,3,38,1
2,40,681,5,0,6,4,2,86,3,54,2
2,22,534,4,0,23,6,0,70,3,83,1
0,41,1371,1,1,27,4,2,71,3,87,2
2,10,317,4,0,34,3,2,70,3,85,2
2,46,349,6,0,23,4,0,70,3,47,1
1,2,968,5,0,34,3,0,70,3,62,1
2,22,60,7,0,23,6,0,40,3,43,2
0,19,372,0,0,23,4,1,70,3,21,2
2,24,385,5,0,28,5,2,70,3,39,1
1,22,3,5,0,23,2,0,70,3,25,1
1,21,3,5,1,23,4,1,40,3,10,2
2,48,57,4,0,23,2,0,70,3,83,1
1,21,911,1,0,4,5,2,101,3,7,1
0,2,894,1,1,41,6,2,71,3,10,2
1,21,886,5,1,6,4,0,70,3,31,1
0,2,3,0,0,23,4,1,70,3,87,1
2,53,791,4,0,23,4,0,70,3,48,2
0,2,449,0,0,23,4,0,70,3,16,2
1,2,1103,1,0,23,4,1,40,3,39,2
2,21,886,7,0,23,6,2,0,0,44,1
